serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
1467,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,15,1,na,na,#¡DIV/0!,100,5,,,
1468,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,17,1,na,na,#¡DIV/0!,120,4,,,
1469,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,110,4,,,
1470,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,1,Lessonia trabeculata,1,35,8,na,na,#¡DIV/0!,120,5,,,
1471,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,1,Lessonia trabeculata,1,20,9,na,na,#¡DIV/0!,100,4,Arbustiva,,
1472,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,2,Lessonia trabeculata,1,23,2,na,na,#¡DIV/0!,90,5,,,
1473,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,2,Lessonia trabeculata,1,35,9,na,na,#¡DIV/0!,120,4,,,
1474,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,1,Lessonia trabeculata,1,25,9,na,na,#¡DIV/0!,110,4,,,
1475,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,1,Lessonia trabeculata,1,15,4,na,na,#¡DIV/0!,90,5,Arbustiva,,
1476,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,2,Lessonia trabeculata,1,30,8,na,na,#¡DIV/0!,110,5,,,
1477,1,kelp,exposed,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,2,Lessonia trabeculata,1,16,4,na,na,#¡DIV/0!,90,5,,,
1478,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,20.5,1,Lessonia trabeculata,1,26,10,na,na,#¡DIV/0!,110,4,Arbustiva,,
1479,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,1,Lessonia trabeculata,1,16,6,na,na,#¡DIV/0!,120,3,,,
1480,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,1,,2,Lessonia trabeculata,1,28,6,na,na,#¡DIV/0!,100,4,,,
1481,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,1,Lessonia trabeculata,1,23,11,na,na,#¡DIV/0!,90,4,Arbustiva,,
1482,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,1,Lessonia trabeculata,1,17,8,na,na,#¡DIV/0!,120,5,,,
1483,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,1,Lessonia trabeculata,1,18,9,na,na,#¡DIV/0!,110,4,,,
1484,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,23,9,na,na,#¡DIV/0!,125,4,Arbustiva,,
1485,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,2,,2,Lessonia trabeculata,1,43,9,na,na,#¡DIV/0!,145,3,,,
1486,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,1,Lessonia trabeculata,1,30,11,na,na,#¡DIV/0!,150,4,,,
1487,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,1,Lessonia trabeculata,1,16,2,na,na,#¡DIV/0!,145,4,,,
1488,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,1,Lessonia trabeculata,1,41,9,na,na,#¡DIV/0!,150,3,,,
1489,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,3,,2,Lessonia trabeculata,0,0,0,na,na,#¡DIV/0!,0,0,,,
1490,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,1,Lessonia trabeculata,1,20,6,na,na,#¡DIV/0!,60,1,,,
1491,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,1,Lessonia trabeculata,1,40,6,na,na,#¡DIV/0!,70,1,,,
1492,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,1,Lessonia trabeculata,1,30,13,na,na,#¡DIV/0!,70,1,,,
1493,1,kelp,protected,Los Molles,deep,Catalina y Rodri A.,30-08-17,3,4,,2,Lessonia trabeculata,1,20,1,na,na,#¡DIV/0!,100,1,,,
1494,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,1,,1,Lessonia trabeculata,1,20,10,na,na,#¡DIV/0!,80,5,,,
1495,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,1,,2,Lessonia trabeculata,1,22,18,na,na,#¡DIV/0!,85,5,,,
1496,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,1,,2,Lessonia trabeculata,1,35,20,na,na,#¡DIV/0!,90,5,,,
1497,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,1,Lessonia trabeculata,1,4,6,na,na,#¡DIV/0!,40,5,,,
1498,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,1,Lessonia trabeculata,1,3,8,na,na,#¡DIV/0!,50,5,,,
1499,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,1,Lessonia trabeculata,1,9,7,na,na,#¡DIV/0!,80,5,,,
1500,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,1,Lessonia trabeculata,1,17,9,na,na,#¡DIV/0!,100,4,,,
1501,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,1,Lessonia trabeculata,1,15,10,na,na,#¡DIV/0!,110,5,,,
1502,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,2,Lessonia trabeculata,1,27,4,na,na,#¡DIV/0!,120,5,,,
1503,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,2,,2,Lessonia trabeculata,1,36,9,na,na,#¡DIV/0!,180,5,,,
1504,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,3,6,na,na,#¡DIV/0!,50,5,,,
1505,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,5,7,na,na,#¡DIV/0!,40,5,,,
1506,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,3,9,na,na,#¡DIV/0!,40,5,,,
1507,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,4,8,na,na,#¡DIV/0!,50,5,,,
1508,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,29,3,na,na,#¡DIV/0!,160,4,,,
1509,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,1,Lessonia trabeculata,1,28,1,na,na,#¡DIV/0!,180,5,,,
1510,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,2,Lessonia trabeculata,1,24,3,na,na,#¡DIV/0!,180,4,,,
1511,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,2,Lessonia trabeculata,1,25,3,na,na,#¡DIV/0!,170,4,,,
1512,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,3,,2,Lessonia trabeculata,1,4,4,na,na,#¡DIV/0!,40,,,,
1513,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,4,,1,Lessonia trabeculata,1,33,5,na,na,#¡DIV/0!,165,5,,,
1514,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,4,,1,Lessonia trabeculata,1,37,10,na,na,#¡DIV/0!,180,4,,,
1515,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,4,,2,Lessonia trabeculata,1,20,2,na,na,#¡DIV/0!,180,3,,,
1516,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,4,,2,Lessonia trabeculata,1,23,2,na,na,#¡DIV/0!,170,5,,,
1517,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,1,4,,2,Lessonia trabeculata,1,25,3,na,na,#¡DIV/0!,170,4,,,
1518,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,23,2,na,na,#¡DIV/0!,160,4,,,
1519,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,25,5,na,na,#¡DIV/0!,170,5,,,
1520,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,4,6,na,na,#¡DIV/0!,50,5,,,
1521,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,5,6,na,na,#¡DIV/0!,40,5,,,
1522,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,5,7,na,na,#¡DIV/0!,40,5,,,
1523,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,1,Lessonia trabeculata,1,4,6,na,na,#¡DIV/0!,60,5,,,
1524,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,2,Lessonia trabeculata,1,28,3,na,na,#¡DIV/0!,180,5,,,
1525,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,2,Lessonia trabeculata,1,16,1,na,na,#¡DIV/0!,160,4,,,
1526,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,1,,2,Lessonia trabeculata,1,6,8,na,na,#¡DIV/0!,50,5,,,
1527,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,2,,1,Lessonia trabeculata,1,28,3,na,na,#¡DIV/0!,180,5,,,
1528,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,2,,1,Lessonia trabeculata,1,30,6,na,na,#¡DIV/0!,150,4,,,
1529,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,2,,2,Lessonia trabeculata,1,22,6,na,na,#¡DIV/0!,160,5,,,
1530,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,2,,2,Lessonia trabeculata,1,45,10,na,na,#¡DIV/0!,180,5,,,
1531,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,1,Lessonia trabeculata,1,22,10,na,na,#¡DIV/0!,140,5,,,
1532,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,1,Lessonia trabeculata,1,18,15,na,na,#¡DIV/0!,150,4,,,
1533,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,1,Lessonia trabeculata,1,25,9,na,na,#¡DIV/0!,160,5,,,
1534,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,2,Lessonia trabeculata,1,28,10,na,na,#¡DIV/0!,150,4,,,
1535,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,2,Lessonia trabeculata,1,15,9,na,na,#¡DIV/0!,120,5,,,
1536,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,2,Lessonia trabeculata,1,12,12,na,na,#¡DIV/0!,115,4,,,
1537,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,3,,2,Lessonia trabeculata,1,15,3,na,na,#¡DIV/0!,145,5,,,
1538,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,4,,1,Lessonia trabeculata,1,13,1,na,na,#¡DIV/0!,140,,no se cuantifico frondosidad,,
1539,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,4,,1,Lessonia trabeculata,1,35,12,na,na,#¡DIV/0!,180,,no se cuantifico frondosidad,,
1540,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,4,,1,Lessonia trabeculata,1,32,6,na,na,#¡DIV/0!,110,,no se cuantifico frondosidad,,
1541,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,4,,2,Lessonia trabeculata,1,20,5,na,na,#¡DIV/0!,50,5,,,
1542,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,2,4,,2,Lessonia trabeculata,1,12,23,na,na,#¡DIV/0!,50,5,,,
1543,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,1,Lessonia trabeculata,1,52,23,na,na,#¡DIV/0!,180,5,,,
1544,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,1,Lessonia trabeculata,1,23,3,na,na,#¡DIV/0!,160,4,,,
1545,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,1,Lessonia trabeculata,1,19,5,na,na,#¡DIV/0!,150,5,,,
1546,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,2,Lessonia trabeculata,1,17,2,na,na,#¡DIV/0!,160,5,,,
1547,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,2,Lessonia trabeculata,1,18,1,na,na,#¡DIV/0!,150,3,,,
1548,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,1,,2,Lessonia trabeculata,1,34,5,na,na,#¡DIV/0!,210,5,,,
1549,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,1,Lessonia trabeculata,1,23,2,na,na,#¡DIV/0!,160,3,,,
1550,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,1,Lessonia trabeculata,1,26,1,na,na,#¡DIV/0!,175,3,,,
1551,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,1,Lessonia trabeculata,1,45,6,na,na,#¡DIV/0!,195,4,,,
1552,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,1,Lessonia trabeculata,1,6,10,na,na,#¡DIV/0!,50,5,,,
1553,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,1,Lessonia trabeculata,1,8,9,na,na,#¡DIV/0!,60,5,,,
1554,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,2,Lessonia trabeculata,1,25,4,na,na,#¡DIV/0!,160,3,,,
1555,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,2,Lessonia trabeculata,1,17,5,na,na,#¡DIV/0!,150,5,,,
1556,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,2,Lessonia trabeculata,1,35,7,na,na,#¡DIV/0!,140,4,,,
1557,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,2,,2,Lessonia trabeculata,1,5,6,na,na,#¡DIV/0!,100,5,,,
1558,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,1,Lessonia trabeculata,1,25,21,na,na,#¡DIV/0!,100,5,,,
1559,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,1,Lessonia trabeculata,1,22,15,na,na,#¡DIV/0!,150,4,,,
1560,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,1,Lessonia trabeculata,1,19,4,na,na,#¡DIV/0!,150,4,,,
1561,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,1,Lessonia trabeculata,1,7,6,na,na,#¡DIV/0!,90,5,,,
1562,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,2,Lessonia trabeculata,1,19,1,na,na,#¡DIV/0!,160,4,,,
1563,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,2,Lessonia trabeculata,1,25,3,na,na,#¡DIV/0!,180,5,,,
1564,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,3,,2,Lessonia trabeculata,1,8,9,na,na,#¡DIV/0!,70,5,,,
1565,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,1,Lessonia trabeculata,1,20,8,na,na,#¡DIV/0!,145,4,,,
1566,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,1,Lessonia trabeculata,1,19,4,na,na,#¡DIV/0!,175,4,,,
1567,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,1,Lessonia trabeculata,1,25,6,na,na,#¡DIV/0!,180,5,,,
1568,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,1,Lessonia trabeculata,1,5,5,na,na,#¡DIV/0!,90,5,,,
1569,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,2,Lessonia trabeculata,1,22,8,na,na,#¡DIV/0!,160,4,,,
1570,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,2,Lessonia trabeculata,1,35,6,na,na,#¡DIV/0!,150,5,,,
1571,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,2,Lessonia trabeculata,1,30,7,na,na,#¡DIV/0!,110,3,,,
1572,1,kelp,exposed,Los Molles,shallow,Catalina y Rodri A.,31-08-17,3,4,,2,Lessonia trabeculata,1,7,8,na,na,#¡DIV/0!,80,5,,,
1573,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,1,,1,Rock,na,na,na,20,10,15,na,,,Evie,1
1574,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,1,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1575,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,2,,1,Rock,na,na,na,15,10,12.5,na,,"Roca h = 15, 10, 5",Evie,1
1576,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,2,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1577,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,3,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1578,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,3,,1,Rock,na,na,na,30,20,25,na,,,Evie,1
1579,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,3,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1580,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,4,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1581,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,4,,1,Rock,na,na,na,5,10,7.5,na,,,Evie,1
1582,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,5,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1583,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,5,,1,Rock,na,na,na,15,10,12.5,na,,,Evie,1
1584,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,6,,1,Rock,na,na,na,10,12,11,na,,,Evie,1
1585,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,6,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1586,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,7,,1,Rock,na,na,na,20,10,15,na,,,Evie,1
1587,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,7,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1588,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,8,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1589,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,8,,1,Rock,na,na,na,10,15,12.5,na,,,Evie,1
1590,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,1,8,,1,Vermetid snail,na,na,na,2,1,1.5,na,,,Evie,
1591,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,1,,1,Rock,na,na,na,30,10,20,na,,"30, 15, 10",Evie,1
1592,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,1,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1593,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,2,,1,Rock,na,na,na,5,10,7.5,na,,,Evie,1
1594,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,2,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1595,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,3,,1,Rock,na,na,na,25,10,17.5,na,,,Evie,1
1596,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,3,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1597,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,4,,1,Rock,na,na,na,50,20,35,na,,,Evie,1
1598,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,4,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1599,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,5,,1,Rock,na,na,na,70,10,40,na,,,Evie,1
1600,2,foliose,protected,Sal si Puedes,deep,Rodrigo A,18-03-18,2,5,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1601,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,1,,1,Rock,na,na,na,30,5,17.5,na,,,Evie,1
1602,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,1,,1,Colpomenia sinuosa,na,na,na,2,,2,na,,,Evie,
1603,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,1,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1604,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,1,,1,Dictyota phlyctaenodes,na,na,na,4,,4,na,,,Evie,
1605,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,1,,1,Ulva,na,na,na,2,,2,na,,,Evie,
1606,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,2,,1,Rock,na,na,na,50,,50,na,,,Evie,1
1607,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,2,,1,Colpomenia sinuosa,na,na,na,2,,2,na,,,Evie,
1608,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,2,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1609,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,2,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1610,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,3,,1,Rock,na,na,na,30,10,20,na,,,Evie,1
1611,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,3,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1612,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,3,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1613,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Rock,na,na,na,30,20,25,na,,,Evie,1
1614,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Colpomenia sinuosa,na,na,na,1,,1,na,,,Evie,
1615,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Vermetid snail,na,na,na,1,,1,na,,,Evie,
1616,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Dictyota phlyctaenodes,na,na,na,2,,2,na,,,Evie,
1617,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Ulva,na,na,na,2,,2,na,,,Evie,
1618,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,4,,1,Padina fernandeziana,na,na,na,2,,2,na,,,Evie,
1619,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,5,,1,Rock,na,na,na,20,,20,na,,,Evie,1
1620,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,5,,1,Colpomenia sinuosa,na,na,na,1,,1,na,,,Evie,
1621,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,5,,1,Dictyota phlyctaenodes,na,na,na,5,,5,na,,,Evie,
1622,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,5,,1,Ulva,na,na,na,3,,3,na,,,Evie,
1623,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,5,,1,Padina fernandeziana,na,na,na,1,,1,na,,,Evie,
1624,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,6,,1,Rock,na,na,na,10,15,12.5,na,,,Evie,1
1625,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,6,,1,Colpomenia sinuosa,na,na,na,2,,2,na,,,Evie,
1626,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,6,,1,Vermetid snail,na,na,na,2,1,1.5,na,,,Evie,
1627,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,6,,1,Ulva,na,na,na,3,1,2,na,,,Evie,
1628,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,6,,1,Padina fernandeziana,na,na,na,2,,2,na,,,Evie,
1629,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,7,,1,Rock,na,na,na,30,40,35,na,,,Evie,1
1630,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,7,,1,Colpomenia sinuosa,na,na,na,2,,2,na,,,Evie,
1631,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,7,,1,Vermetid snail,na,na,na,2,,2,na,,,Evie,
1632,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,7,,1,Ulva,na,na,na,1,,1,na,,,Evie,
1633,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,8,,1,Rock,na,na,na,20,,20,na,,,Evie,1
1634,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,8,,1,Colpomenia sinuosa,na,na,na,2,,2,na,,,Evie,
1635,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,8,,1,Dictyota phlyctaenodes,na,na,na,3,,3,na,,,Evie,
1636,2,foliose,protected,Sal si Puedes,shallow,Rodrigo A,18-03-18,1,8,,1,Ulva,na,na,na,3,,3,na,,,Evie,
